INFO 2025-09-17 02:13:19,818 autoreload 4088 3784 Watching for file changes with StatReloader
INFO 2025-09-17 03:55:20,194 basehttp 4324 8496 "GET /api/matches/latest/?params%5B_ts%5D=1758059720107 HTTP/1.1" 200 513
INFO 2025-09-17 03:55:20,203 basehttp 4324 5008 "GET /api/matches/upcoming/?params%5B_ts%5D=1758059720107 HTTP/1.1" 200 2
INFO 2025-09-17 03:55:20,203 basehttp 4324 10224 "GET /api/clubs/?all=1&_ts=1758059720107 HTTP/1.1" 200 993
INFO 2025-09-17 03:55:20,209 basehttp 4324 8496 "GET /api/matches/latest/?params%5B_ts%5D=1758059720107 HTTP/1.1" 200 513
INFO 2025-09-17 03:55:20,209 basehttp 4324 8948 "GET /api/clubs/?all=1&_ts=1758059720107 HTTP/1.1" 200 993
INFO 2025-09-17 03:55:20,213 basehttp 4324 5668 "GET /media/clubs/logos/%D1%8B%D1%8B%D1%8B_RxZ7DUl.png HTTP/1.1" 200 518197
INFO 2025-09-17 03:55:20,235 basehttp 4324 10224 "GET /api/partners/?params%5B_ts%5D=1758059720108 HTTP/1.1" 200 52
INFO 2025-09-17 03:55:20,236 basehttp 4324 5412 "GET /api/clubs/table/?_ts=1758059720107&season=1 HTTP/1.1" 200 558
INFO 2025-09-17 03:55:20,257 basehttp 4324 7656 "GET /api/clubs/table/?_ts=1758059720107&season=1 HTTP/1.1" 200 558
INFO 2025-09-17 03:56:45,219 basehttp 4324 8948 "OPTIONS /api/players/?_ts=1758059805206 HTTP/1.1" 200 0
INFO 2025-09-17 03:56:45,219 basehttp 4324 10224 "OPTIONS /api/players/?_ts=1758059805206 HTTP/1.1" 200 0
INFO 2025-09-17 03:56:45,248 basehttp 4324 7656 "GET /api/players/?_ts=1758059805206 HTTP/1.1" 200 640
INFO 2025-09-17 03:56:45,251 basehttp 4324 8948 "GET /api/players/?_ts=1758059805206 HTTP/1.1" 200 640
INFO 2025-09-17 03:56:53,631 autoreload 8352 4428 C:\Users\avgus\Desktop\KGFL\back\players\signals.py changed, reloading.
INFO 2025-09-17 03:56:54,000 autoreload 4324 1872 C:\Users\avgus\Desktop\KGFL\back\players\signals.py changed, reloading.
INFO 2025-09-17 03:56:54,094 autoreload 2004 10028 Watching for file changes with StatReloader
INFO 2025-09-17 03:56:54,533 autoreload 7452 5848 Watching for file changes with StatReloader
INFO 2025-09-17 03:56:55,696 basehttp 2004 1848 "GET /api/users/me/ HTTP/1.1" 200 233
INFO 2025-09-17 03:56:55,696 basehttp 2004 10148 "GET /api/users/me/ HTTP/1.1" 200 233
INFO 2025-09-17 03:56:56,475 basehttp 2004 1848 "OPTIONS /api/matches/?params%5B_ts%5D=1758059816465 HTTP/1.1" 200 0
INFO 2025-09-17 03:56:56,476 basehttp 2004 10148 "OPTIONS /api/clubs/table/?_ts=1758059816465&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 03:56:56,477 basehttp 2004 1848 "OPTIONS /api/clubs/?all=1&_ts=1758059816465 HTTP/1.1" 200 0
INFO 2025-09-17 03:56:56,481 basehttp 2004 1848 "OPTIONS /api/players/?params%5B_ts%5D=1758059816465 HTTP/1.1" 200 0
INFO 2025-09-17 03:56:56,481 basehttp 2004 10148 "OPTIONS /api/matches/stadiums/?params%5B_ts%5D=1758059816465 HTTP/1.1" 200 0
INFO 2025-09-17 03:56:56,481 basehttp 2004 4192 "OPTIONS /api/clubs/table/?_ts=1758059816465&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 03:56:56,482 basehttp 2004 1340 "OPTIONS /api/matches/?params%5B_ts%5D=1758059816465 HTTP/1.1" 200 0
INFO 2025-09-17 03:56:56,485 basehttp 2004 9644 "OPTIONS /api/clubs/?all=1&_ts=1758059816465 HTTP/1.1" 200 0
INFO 2025-09-17 03:56:56,489 basehttp 2004 1848 "OPTIONS /api/matches/stadiums/?params%5B_ts%5D=1758059816466 HTTP/1.1" 200 0
INFO 2025-09-17 03:56:56,491 basehttp 2004 10148 "OPTIONS /api/players/?params%5B_ts%5D=1758059816466 HTTP/1.1" 200 0
INFO 2025-09-17 03:56:56,516 basehttp 2004 10000 "GET /api/matches/stadiums/?params%5B_ts%5D=1758059816465 HTTP/1.1" 200 209
INFO 2025-09-17 03:56:56,538 basehttp 2004 8388 "GET /api/matches/?params%5B_ts%5D=1758059816465 HTTP/1.1" 200 563
INFO 2025-09-17 03:56:56,543 basehttp 2004 10148 "GET /api/matches/stadiums/?params%5B_ts%5D=1758059816466 HTTP/1.1" 200 209
INFO 2025-09-17 03:56:56,547 basehttp 2004 4104 "GET /api/matches/?params%5B_ts%5D=1758059816465 HTTP/1.1" 200 563
INFO 2025-09-17 03:56:56,560 basehttp 2004 1340 "GET /api/clubs/?all=1&_ts=1758059816465 HTTP/1.1" 200 993
INFO 2025-09-17 03:56:56,588 basehttp 2004 1848 "GET /api/clubs/?all=1&_ts=1758059816465 HTTP/1.1" 200 993
INFO 2025-09-17 03:56:56,637 basehttp 2004 9172 "GET /api/clubs/table/?_ts=1758059816465&season=1 HTTP/1.1" 200 558
INFO 2025-09-17 03:56:56,638 basehttp 2004 9644 "GET /api/players/?params%5B_ts%5D=1758059816465 HTTP/1.1" 200 640
INFO 2025-09-17 03:56:56,639 basehttp 2004 4192 "GET /api/clubs/table/?_ts=1758059816465&season=1 HTTP/1.1" 200 558
INFO 2025-09-17 03:56:56,643 basehttp 2004 10000 "GET /api/players/?params%5B_ts%5D=1758059816466 HTTP/1.1" 200 640
INFO 2025-09-17 03:56:57,344 basehttp 2004 1848 "GET /api/matches/14/cards/ HTTP/1.1" 200 370
INFO 2025-09-17 03:56:57,356 basehttp 2004 1340 "GET /api/matches/14/goals/ HTTP/1.1" 200 409
INFO 2025-09-17 03:56:57,358 basehttp 2004 9644 "GET /api/matches/14/assists/ HTTP/1.1" 200 153
INFO 2025-09-17 03:57:02,078 basehttp 2004 1848 "OPTIONS /api/matches/goals/131/ HTTP/1.1" 200 0
INFO 2025-09-17 03:57:02,098 basehttp 2004 1340 "DELETE /api/matches/goals/131/ HTTP/1.1" 204 0
INFO 2025-09-17 03:57:03,798 basehttp 2004 1848 "PUT /api/matches/14/ HTTP/1.1" 200 351
INFO 2025-09-17 03:57:03,806 basehttp 2004 1848 "OPTIONS /api/matches/?params%5B_ts%5D=1758059823801 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:03,806 basehttp 2004 1340 "OPTIONS /api/matches/?params%5B_ts%5D=1758059823801 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:03,813 basehttp 2004 10000 "OPTIONS /api/clubs/?all=1&_ts=1758059823806 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:03,815 basehttp 2004 9644 "OPTIONS /api/clubs/table/?_ts=1758059823807&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:03,821 basehttp 2004 10000 "OPTIONS /api/matches/?params%5B_ts%5D=1758059823811 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:03,833 basehttp 2004 1340 "GET /api/matches/?params%5B_ts%5D=1758059823801 HTTP/1.1" 200 563
INFO 2025-09-17 03:57:03,839 basehttp 2004 1848 "GET /api/matches/?params%5B_ts%5D=1758059823801 HTTP/1.1" 200 563
INFO 2025-09-17 03:57:03,849 basehttp 2004 4104 "GET /api/clubs/?all=1&_ts=1758059823806 HTTP/1.1" 200 993
INFO 2025-09-17 03:57:03,876 basehttp 2004 9644 "GET /api/clubs/table/?_ts=1758059823807&season=1 HTTP/1.1" 200 559
INFO 2025-09-17 03:57:03,878 basehttp 2004 10000 "GET /api/matches/?params%5B_ts%5D=1758059823811 HTTP/1.1" 200 563
WARNING 2025-09-17 03:57:06,289 log 2004 1340 Not Found: /api/matches/goals/131/
WARNING 2025-09-17 03:57:06,290 basehttp 2004 1340 "DELETE /api/matches/goals/131/ HTTP/1.1" 404 45
INFO 2025-09-17 03:57:06,297 basehttp 2004 1848 "OPTIONS /api/matches/14/goals/ HTTP/1.1" 200 0
INFO 2025-09-17 03:57:06,299 basehttp 2004 4104 "GET /api/matches/14/goals/ HTTP/1.1" 200 409
WARNING 2025-09-17 03:57:06,308 log 2004 1340 Not Found: /api/matches/goals/131/
WARNING 2025-09-17 03:57:06,309 basehttp 2004 1340 "DELETE /api/matches/goals/131/ HTTP/1.1" 404 45
INFO 2025-09-17 03:57:11,743 basehttp 2004 1848 "OPTIONS /api/players/?_ts=1758059831736 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:11,744 basehttp 2004 4104 "OPTIONS /api/players/?_ts=1758059831736 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:11,768 basehttp 2004 1848 "GET /api/players/?_ts=1758059831736 HTTP/1.1" 200 640
INFO 2025-09-17 03:57:11,772 basehttp 2004 1340 "GET /api/players/?_ts=1758059831736 HTTP/1.1" 200 640
INFO 2025-09-17 03:57:13,029 basehttp 2004 1848 "OPTIONS /api/players/?_ts=1758059833019 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:13,029 basehttp 2004 4104 "OPTIONS /api/players/?_ts=1758059833017 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:13,086 basehttp 2004 1848 "GET /api/players/?_ts=1758059833017 HTTP/1.1" 200 640
INFO 2025-09-17 03:57:13,090 basehttp 2004 1340 "GET /api/players/?_ts=1758059833019 HTTP/1.1" 200 640
INFO 2025-09-17 03:57:13,176 basehttp 2004 5412 "GET /media/players/photos/%D1%8B%D1%8B%D1%8B_x2BkD8p.png HTTP/1.1" 200 518197
INFO 2025-09-17 03:57:13,180 basehttp 2004 8528 "GET /media/clubs/logos/%D1%8B%D1%8B%D1%8B_RxZ7DUl.png HTTP/1.1" 200 518197
INFO 2025-09-17 03:57:16,039 basehttp 2004 1848 "OPTIONS /api/clubs/table/?_ts=1758059836023&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:16,039 basehttp 2004 4104 "OPTIONS /api/matches/?params%5B_ts%5D=1758059836022 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:16,042 basehttp 2004 1340 "OPTIONS /api/clubs/?all=1&_ts=1758059836023 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:16,046 basehttp 2004 9644 "OPTIONS /api/matches/?params%5B_ts%5D=1758059836024 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:16,049 basehttp 2004 9172 "OPTIONS /api/matches/stadiums/?params%5B_ts%5D=1758059836024 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:16,049 basehttp 2004 1848 "OPTIONS /api/players/?params%5B_ts%5D=1758059836023 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:16,049 basehttp 2004 10000 "OPTIONS /api/clubs/?all=1&_ts=1758059836024 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:16,053 basehttp 2004 1340 "OPTIONS /api/clubs/table/?_ts=1758059836024&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:16,053 basehttp 2004 4192 "OPTIONS /api/players/?params%5B_ts%5D=1758059836024 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:16,053 basehttp 2004 4104 "OPTIONS /api/matches/stadiums/?params%5B_ts%5D=1758059836023 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:16,083 basehttp 2004 10000 "GET /api/matches/stadiums/?params%5B_ts%5D=1758059836024 HTTP/1.1" 200 209
INFO 2025-09-17 03:57:16,085 basehttp 2004 4192 "GET /api/matches/stadiums/?params%5B_ts%5D=1758059836023 HTTP/1.1" 200 209
INFO 2025-09-17 03:57:16,100 basehttp 2004 8388 "GET /api/matches/?params%5B_ts%5D=1758059836022 HTTP/1.1" 200 563
INFO 2025-09-17 03:57:16,110 basehttp 2004 1848 "GET /api/matches/?params%5B_ts%5D=1758059836024 HTTP/1.1" 200 563
INFO 2025-09-17 03:57:16,117 basehttp 2004 1340 "GET /api/clubs/?all=1&_ts=1758059836024 HTTP/1.1" 200 993
INFO 2025-09-17 03:57:16,118 basehttp 2004 9644 "GET /api/clubs/?all=1&_ts=1758059836023 HTTP/1.1" 200 993
INFO 2025-09-17 03:57:16,147 basehttp 2004 10148 "GET /api/clubs/table/?_ts=1758059836023&season=1 HTTP/1.1" 200 559
INFO 2025-09-17 03:57:16,152 basehttp 2004 9172 "GET /api/players/?params%5B_ts%5D=1758059836023 HTTP/1.1" 200 640
INFO 2025-09-17 03:57:16,197 basehttp 2004 4104 "GET /api/clubs/table/?_ts=1758059836024&season=1 HTTP/1.1" 200 559
INFO 2025-09-17 03:57:16,200 basehttp 2004 10000 "GET /api/players/?params%5B_ts%5D=1758059836024 HTTP/1.1" 200 640
INFO 2025-09-17 03:57:17,606 basehttp 2004 1848 "DELETE /api/matches/14/ HTTP/1.1" 204 0
INFO 2025-09-17 03:57:17,613 basehttp 2004 1340 "OPTIONS /api/clubs/?all=1&_ts=1758059837609 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:17,614 basehttp 2004 9644 "OPTIONS /api/clubs/table/?_ts=1758059837609&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:17,619 basehttp 2004 1340 "OPTIONS /api/matches/?params%5B_ts%5D=1758059837613 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:17,652 basehttp 2004 1848 "GET /api/clubs/table/?_ts=1758059837609&season=1 HTTP/1.1" 200 559
INFO 2025-09-17 03:57:17,655 basehttp 2004 9644 "GET /api/matches/?params%5B_ts%5D=1758059837613 HTTP/1.1" 200 52
INFO 2025-09-17 03:57:17,659 basehttp 2004 4104 "GET /api/clubs/?all=1&_ts=1758059837609 HTTP/1.1" 200 993
INFO 2025-09-17 03:57:18,115 basehttp 2004 1340 "OPTIONS /api/clubs/?all=1&_ts=1758059838110 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:18,115 basehttp 2004 1848 "OPTIONS /api/clubs/table/?_ts=1758059838110&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:18,116 basehttp 2004 9644 "OPTIONS /api/matches/?params%5B_ts%5D=1758059838112 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:18,128 basehttp 2004 1848 "GET /api/matches/?params%5B_ts%5D=1758059838112 HTTP/1.1" 200 52
INFO 2025-09-17 03:57:18,139 basehttp 2004 4104 "GET /api/clubs/?all=1&_ts=1758059838110 HTTP/1.1" 200 993
INFO 2025-09-17 03:57:18,155 basehttp 2004 1340 "GET /api/clubs/table/?_ts=1758059838110&season=1 HTTP/1.1" 200 559
INFO 2025-09-17 03:57:46,987 basehttp 2004 9644 "POST /api/matches/ HTTP/1.1" 201 351
INFO 2025-09-17 03:57:46,999 basehttp 2004 4104 "OPTIONS /api/clubs/?all=1&_ts=1758059866991 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:46,999 basehttp 2004 1848 "OPTIONS /api/matches/?params%5B_ts%5D=1758059866991 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:47,000 basehttp 2004 1340 "OPTIONS /api/clubs/table/?_ts=1758059866991&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:47,000 basehttp 2004 9644 "OPTIONS /api/matches/?params%5B_ts%5D=1758059866995 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:47,024 basehttp 2004 1848 "GET /api/matches/?params%5B_ts%5D=1758059866991 HTTP/1.1" 200 553
INFO 2025-09-17 03:57:47,063 basehttp 2004 1340 "GET /api/clubs/table/?_ts=1758059866991&season=1 HTTP/1.1" 200 558
INFO 2025-09-17 03:57:47,069 basehttp 2004 9644 "GET /api/matches/?params%5B_ts%5D=1758059866995 HTTP/1.1" 200 553
INFO 2025-09-17 03:57:47,075 basehttp 2004 4104 "GET /api/clubs/?all=1&_ts=1758059866991 HTTP/1.1" 200 993
INFO 2025-09-17 03:57:48,697 basehttp 2004 1340 "OPTIONS /api/players/?_ts=1758059868688 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:48,697 basehttp 2004 1848 "OPTIONS /api/players/?_ts=1758059868688 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:48,727 basehttp 2004 9644 "GET /api/players/?_ts=1758059868688 HTTP/1.1" 200 640
INFO 2025-09-17 03:57:48,732 basehttp 2004 4104 "GET /api/players/?_ts=1758059868688 HTTP/1.1" 200 640
INFO 2025-09-17 03:57:54,336 basehttp 2004 1340 "OPTIONS /api/matches/?params%5B_ts%5D=1758059874325 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:54,337 basehttp 2004 1848 "OPTIONS /api/clubs/table/?_ts=1758059874325&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:54,338 basehttp 2004 9644 "OPTIONS /api/clubs/?all=1&_ts=1758059874325 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:54,347 basehttp 2004 1340 "OPTIONS /api/matches/stadiums/?params%5B_ts%5D=1758059874325 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:54,347 basehttp 2004 10148 "OPTIONS /api/clubs/table/?_ts=1758059874326&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:54,347 basehttp 2004 9644 "OPTIONS /api/players/?params%5B_ts%5D=1758059874326 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:54,348 basehttp 2004 10000 "OPTIONS /api/matches/?params%5B_ts%5D=1758059874326 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:54,355 basehttp 2004 1340 "OPTIONS /api/clubs/?all=1&_ts=1758059874327 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:54,358 basehttp 2004 10000 "OPTIONS /api/players/?params%5B_ts%5D=1758059874327 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:54,362 basehttp 2004 9644 "OPTIONS /api/matches/stadiums/?params%5B_ts%5D=1758059874327 HTTP/1.1" 200 0
INFO 2025-09-17 03:57:54,387 basehttp 2004 1340 "GET /api/matches/stadiums/?params%5B_ts%5D=1758059874325 HTTP/1.1" 200 209
INFO 2025-09-17 03:57:54,392 basehttp 2004 4104 "GET /api/matches/?params%5B_ts%5D=1758059874325 HTTP/1.1" 200 553
INFO 2025-09-17 03:57:54,432 basehttp 2004 9172 "GET /api/clubs/?all=1&_ts=1758059874325 HTTP/1.1" 200 993
INFO 2025-09-17 03:57:54,436 basehttp 2004 1340 "GET /api/matches/stadiums/?params%5B_ts%5D=1758059874327 HTTP/1.1" 200 209
INFO 2025-09-17 03:57:54,436 basehttp 2004 1848 "GET /api/clubs/table/?_ts=1758059874325&season=1 HTTP/1.1" 200 558
INFO 2025-09-17 03:57:54,444 basehttp 2004 9644 "GET /api/players/?params%5B_ts%5D=1758059874327 HTTP/1.1" 200 640
INFO 2025-09-17 03:57:54,450 basehttp 2004 10000 "GET /api/clubs/?all=1&_ts=1758059874327 HTTP/1.1" 200 993
INFO 2025-09-17 03:57:54,451 basehttp 2004 10148 "GET /api/players/?params%5B_ts%5D=1758059874326 HTTP/1.1" 200 640
INFO 2025-09-17 03:57:54,479 basehttp 2004 4192 "GET /api/matches/?params%5B_ts%5D=1758059874326 HTTP/1.1" 200 553
INFO 2025-09-17 03:57:54,484 basehttp 2004 8388 "GET /api/clubs/table/?_ts=1758059874326&season=1 HTTP/1.1" 200 558
INFO 2025-09-17 03:57:58,865 basehttp 2004 1848 "GET /api/matches/15/assists/ HTTP/1.1" 200 153
INFO 2025-09-17 03:57:58,876 basehttp 2004 9172 "GET /api/matches/15/cards/ HTTP/1.1" 200 370
INFO 2025-09-17 03:57:58,876 basehttp 2004 4104 "GET /api/matches/15/goals/ HTTP/1.1" 200 205
INFO 2025-09-17 03:58:15,847 basehttp 2004 9644 "OPTIONS /api/clubs/?all=1&_ts=1758059895810 HTTP/1.1" 200 0
INFO 2025-09-17 03:58:15,849 basehttp 2004 9172 "OPTIONS /api/partners/?params%5B_ts%5D=1758059895811 HTTP/1.1" 200 0
INFO 2025-09-17 03:58:15,849 basehttp 2004 4104 "OPTIONS /api/clubs/table/?_ts=1758059895811&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 03:58:15,849 basehttp 2004 1848 "OPTIONS /api/matches/upcoming/?params%5B_ts%5D=1758059895811 HTTP/1.1" 200 0
INFO 2025-09-17 03:58:15,849 basehttp 2004 10148 "OPTIONS /api/clubs/?all=1&_ts=1758059895811 HTTP/1.1" 200 0
INFO 2025-09-17 03:58:15,849 basehttp 2004 1340 "OPTIONS /api/clubs/table/?_ts=1758059895810&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 03:58:15,850 basehttp 2004 10000 "OPTIONS /api/matches/latest/?params%5B_ts%5D=1758059895811 HTTP/1.1" 200 0
INFO 2025-09-17 03:58:15,860 basehttp 2004 9172 "OPTIONS /api/matches/latest/?params%5B_ts%5D=1758059895811 HTTP/1.1" 200 0
INFO 2025-09-17 03:58:15,869 basehttp 2004 1848 "OPTIONS /api/partners/?params%5B_ts%5D=1758059895811 HTTP/1.1" 200 0
INFO 2025-09-17 03:58:15,869 basehttp 2004 9644 "OPTIONS /api/matches/upcoming/?params%5B_ts%5D=1758059895811 HTTP/1.1" 200 0
INFO 2025-09-17 03:58:15,889 basehttp 2004 4104 "GET /api/partners/?params%5B_ts%5D=1758059895811 HTTP/1.1" 200 52
INFO 2025-09-17 03:58:15,889 basehttp 2004 10000 "GET /api/matches/upcoming/?params%5B_ts%5D=1758059895811 HTTP/1.1" 200 2
INFO 2025-09-17 03:58:15,890 basehttp 2004 1848 "GET /api/partners/?params%5B_ts%5D=1758059895811 HTTP/1.1" 200 52
INFO 2025-09-17 03:58:15,900 basehttp 2004 2728 "GET /media/players/photos/%D1%8B%D1%8B%D1%8B_x2BkD8p.png HTTP/1.1" 200 518197
INFO 2025-09-17 03:58:15,908 basehttp 2004 3160 "GET /media/clubs/logos/%D1%8B%D1%8B%D1%8B_RxZ7DUl.png HTTP/1.1" 200 518197
INFO 2025-09-17 03:58:15,934 basehttp 2004 10148 "GET /api/clubs/?all=1&_ts=1758059895811 HTTP/1.1" 200 993
INFO 2025-09-17 03:58:15,937 basehttp 2004 10000 "GET /api/matches/upcoming/?params%5B_ts%5D=1758059895811 HTTP/1.1" 200 2
INFO 2025-09-17 03:58:15,970 basehttp 2004 4192 "GET /api/clubs/table/?_ts=1758059895810&season=1 HTTP/1.1" 200 558
INFO 2025-09-17 03:58:15,975 basehttp 2004 1340 "GET /api/clubs/?all=1&_ts=1758059895810 HTTP/1.1" 200 993
INFO 2025-09-17 03:58:15,975 basehttp 2004 4104 "GET /api/matches/latest/?params%5B_ts%5D=1758059895811 HTTP/1.1" 200 503
INFO 2025-09-17 03:58:15,980 basehttp 2004 9644 "GET /api/matches/latest/?params%5B_ts%5D=1758059895811 HTTP/1.1" 200 503
INFO 2025-09-17 03:58:15,997 basehttp 2004 2728 "GET /media/clubs/logos/%D1%8B%D1%8B%D1%8B_RxZ7DUl.png HTTP/1.1" 200 518197
INFO 2025-09-17 03:58:15,997 basehttp 2004 9172 "GET /api/clubs/table/?_ts=1758059895811&season=1 HTTP/1.1" 200 558
INFO 2025-09-17 03:58:16,268 basehttp 2004 2728 "GET /media/clubs/logos/%D1%8B%D1%8B%D1%8B_RxZ7DUl.png HTTP/1.1" 200 518197
INFO 2025-09-17 03:58:34,293 basehttp 2004 1848 "OPTIONS /api/players/?_ts=1758059914288 HTTP/1.1" 200 0
INFO 2025-09-17 03:58:34,294 basehttp 2004 10148 "OPTIONS /api/players/?_ts=1758059914288 HTTP/1.1" 200 0
INFO 2025-09-17 03:58:34,327 basehttp 2004 1340 "GET /api/players/?_ts=1758059914288 HTTP/1.1" 200 640
INFO 2025-09-17 03:58:34,334 basehttp 2004 10000 "GET /api/players/?_ts=1758059914288 HTTP/1.1" 200 640
INFO 2025-09-17 03:59:02,217 basehttp 2004 4104 "OPTIONS /api/clubs/table/?_ts=1758059942196&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 03:59:02,219 basehttp 2004 9644 "OPTIONS /api/clubs/?all=1&_ts=1758059942196 HTTP/1.1" 200 0
INFO 2025-09-17 03:59:02,223 basehttp 2004 1340 "OPTIONS /api/clubs/table/?_ts=1758059942198&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 03:59:02,223 basehttp 2004 10000 "OPTIONS /api/clubs/?all=1&_ts=1758059942198 HTTP/1.1" 200 0
INFO 2025-09-17 03:59:02,224 basehttp 2004 9172 "OPTIONS /api/matches/latest/?params%5B_ts%5D=1758059942197 HTTP/1.1" 200 0
INFO 2025-09-17 03:59:02,224 basehttp 2004 10148 "OPTIONS /api/partners/?params%5B_ts%5D=1758059942197 HTTP/1.1" 200 0
INFO 2025-09-17 03:59:02,224 basehttp 2004 9644 "OPTIONS /api/matches/upcoming/?params%5B_ts%5D=1758059942198 HTTP/1.1" 200 0
INFO 2025-09-17 03:59:02,225 basehttp 2004 1848 "OPTIONS /api/matches/upcoming/?params%5B_ts%5D=1758059942197 HTTP/1.1" 200 0
INFO 2025-09-17 03:59:02,228 basehttp 2004 4192 "OPTIONS /api/partners/?params%5B_ts%5D=1758059942198 HTTP/1.1" 200 0
INFO 2025-09-17 03:59:02,231 basehttp 2004 4104 "OPTIONS /api/matches/latest/?params%5B_ts%5D=1758059942198 HTTP/1.1" 200 0
INFO 2025-09-17 03:59:02,253 basehttp 2004 4104 "GET /api/partners/?params%5B_ts%5D=1758059942198 HTTP/1.1" 200 52
INFO 2025-09-17 03:59:02,254 basehttp 2004 1848 "GET /api/partners/?params%5B_ts%5D=1758059942197 HTTP/1.1" 200 52
INFO 2025-09-17 03:59:02,254 basehttp 2004 4192 "GET /api/matches/upcoming/?params%5B_ts%5D=1758059942198 HTTP/1.1" 200 2
INFO 2025-09-17 03:59:02,268 basehttp 2004 10000 "GET /api/matches/latest/?params%5B_ts%5D=1758059942197 HTTP/1.1" 200 503
INFO 2025-09-17 03:59:02,272 basehttp 2004 1340 "GET /api/clubs/?all=1&_ts=1758059942196 HTTP/1.1" 200 993
INFO 2025-09-17 03:59:02,283 basehttp 2004 4104 "GET /api/matches/upcoming/?params%5B_ts%5D=1758059942197 HTTP/1.1" 200 2
INFO 2025-09-17 03:59:02,286 basehttp 2004 9644 "GET /api/clubs/?all=1&_ts=1758059942198 HTTP/1.1" 200 993
INFO 2025-09-17 03:59:02,300 basehttp 2004 10148 "GET /api/clubs/table/?_ts=1758059942198&season=1 HTTP/1.1" 200 558
INFO 2025-09-17 03:59:02,328 basehttp 2004 1848 "GET /api/matches/latest/?params%5B_ts%5D=1758059942198 HTTP/1.1" 200 503
INFO 2025-09-17 03:59:02,330 basehttp 2004 9172 "GET /api/clubs/table/?_ts=1758059942196&season=1 HTTP/1.1" 200 558
INFO 2025-09-17 03:59:19,188 basehttp 2004 1340 "OPTIONS /api/players/?_ts=1758059959178 HTTP/1.1" 200 0
INFO 2025-09-17 03:59:19,189 basehttp 2004 10000 "OPTIONS /api/players/?_ts=1758059959178 HTTP/1.1" 200 0
INFO 2025-09-17 03:59:19,222 basehttp 2004 9644 "GET /api/players/?_ts=1758059959178 HTTP/1.1" 200 640
INFO 2025-09-17 03:59:19,224 basehttp 2004 4104 "GET /api/players/?_ts=1758059959178 HTTP/1.1" 200 640
INFO 2025-09-17 03:59:30,476 basehttp 2004 9644 "OPTIONS /api/clubs/table/?_ts=1758059970455&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 03:59:30,476 basehttp 2004 10000 "OPTIONS /api/partners/?params%5B_ts%5D=1758059970455 HTTP/1.1" 200 0
INFO 2025-09-17 03:59:30,476 basehttp 2004 1848 "OPTIONS /api/clubs/?all=1&_ts=1758059970455 HTTP/1.1" 200 0
INFO 2025-09-17 03:59:30,476 basehttp 2004 1340 "OPTIONS /api/matches/upcoming/?params%5B_ts%5D=1758059970455 HTTP/1.1" 200 0
