INFO 2025-09-17 02:13:19,818 autoreload 4088 3784 Watching for file changes with StatReloader
INFO 2025-09-17 02:22:56,041 basehttp 3476 6052 "OPTIONS /api/clubs/?all=1&_ts=1758054176026 HTTP/1.1" 200 0
INFO 2025-09-17 02:22:56,042 basehttp 3476 9552 "GET /api/seasons/ HTTP/1.1" 200 265
INFO 2025-09-17 02:22:56,046 basehttp 3476 3996 "OPTIONS /api/matches/stadiums/?params%5B_ts%5D=1758054176026 HTTP/1.1" 200 0
INFO 2025-09-17 02:22:56,046 basehttp 3476 7264 "GET /api/seasons/ HTTP/1.1" 200 265
INFO 2025-09-17 02:22:56,049 basehttp 3476 10136 "OPTIONS /api/players/?params%5B_ts%5D=1758054176026 HTTP/1.1" 200 0
INFO 2025-09-17 02:22:56,054 basehttp 3476 10128 "OPTIONS /api/clubs/table/?_ts=1758054176027&season=1 HTTP/1.1" 200 0
INFO 2025-09-17 02:22:56,058 basehttp 3476 9552 "OPTIONS /api/matches/?params%5B_ts%5D=1758054176026 HTTP/1.1" 200 0
INFO 2025-09-17 02:22:56,063 basehttp 3476 6052 "GET /api/matches/?params%5B_ts%5D=1758054176025 HTTP/1.1" 200 52
INFO 2025-09-17 02:22:56,072 basehttp 3476 9552 "GET /api/matches/?params%5B_ts%5D=1758054176026 HTTP/1.1" 200 52
INFO 2025-09-17 02:22:56,078 basehttp 3476 6052 "OPTIONS /api/clubs/?all=1&_ts=1758054176027 HTTP/1.1" 200 0
INFO 2025-09-17 02:22:56,088 basehttp 3476 9552 "OPTIONS /api/matches/stadiums/?params%5B_ts%5D=1758054176027 HTTP/1.1" 200 0
INFO 2025-09-17 02:22:56,099 basehttp 3476 3996 "GET /api/clubs/?all=1&_ts=1758054176026 HTTP/1.1" 200 625
INFO 2025-09-17 02:22:56,117 basehttp 3476 3812 "GET /api/clubs/table/?_ts=1758054176026&season=1 HTTP/1.1" 200 315
